image_id,file,split,group,cat,batch,hint_category,year,month,day,final_date,status
002067,002067.jpg,dev,211,0_일반,B,,2020,04,30,2020-04-30,완료
002073,002073.jpg,holdout,212,0_일반,A,,2021,12,24,2021-12-24,완료
002075,002075.jpg,holdout,212,0_일반,A,,2020,05,28,2020-05-28,완료
002078,002078.jpg,dev,213,0_일반,A,,2020,10,21,2020-10-21,완료
002082,002082.jpg,holdout,214,0_일반,A,,2019,07,09,2019-07-09,완료
002092,002092.jpg,dev,215,0_일반,C,,2021,09,21,2021-09-21,완료
002108,002108.jpg,dev,216,5b_판독불가_EXP각인추정,C,5b_판독불가_EXP각인추정,2020,09,01,2020-09-01,완료
002109,002109.jpg,dev,216,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜,2022,02,24,2022-02-24,완료
002122,002122.jpg,holdout,217,0_일반,B,,2022,08,25,2022-08-25,완료
002132,002132.jpg,dev,218,0_일반,A,,2021,10,04,2021-10-04,완료
002134,002134.jpg,dev,218,5_판독불가_진짜,B,1_유통기한만;4_참조표기;5_판독불가_진짜,2022,11,02,2022-11-02,완료
002138,002138.jpg,dev,219,0_일반,B,,2021,06,29,2021-06-29,완료
002144,002144.jpg,holdout,220,1_유통기한만,A,1_유통기한만,2021,07,13,2021-07-13,완료
002147,002147.jpg,dev,221,5_판독불가_진짜,C,1_유통기한만;5_판독불가_진짜,2022,07,26,2022-07-26,완료
002154,002154.jpg,dev,222,5_판독불가_진짜,B,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,05,21,2021-05-21,완료
002187,002187.jpg,dev,223,0_일반,C,,2020,06,10,2020-06-10,완료
002194,002194.jpg,dev,224,0_일반,C,,2020,06,10,2020-06-10,완료
002203,002203.jpg,holdout,225,2_다중날짜,C,2_다중날짜,2021,01,08,2021-01-08,완료
002217,002217.jpg,dev,226,0_일반,A,,2023,05,NONE,2023-05-NONE,완료
002219,002219.jpg,dev,226,0_일반,A,,2022,02,01,2022-02-01,완료
002225,002225.jpg,dev,227,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜,2022,09,14,2022-09-14,완료
002237,002237.jpg,dev,228,0_일반,C,,2021,06,08,2021-06-08,완료
002259,002259.jpg,dev,229,0_일반,C,,2022,12,15,2022-12-15,완료
002263,002263.jpg,dev,230,5_판독불가_진짜,C,1_유통기한만;5_판독불가_진짜,2021,12,01,2021-12-01,완료
002282,002282.jpg,dev,231,0_일반,C,,2022,07,NONE,2022-07-NONE,완료
002286,002286.jpg,dev,232,0_일반,A,,2021,12,31,2021-12-31,완료
002331,002331.jpg,dev,233,0_일반,A,,2021,12,16,2021-12-16,완료
002341,002341.jpg,dev,234,1_유통기한만,C,1_유통기한만,2021,12,15,2021-12-15,완료
002360,002360.jpg,dev,235,0_일반,A,,2021,06,10,2021-06-10,완료
002367,002367.jpg,dev,236,0_일반,C,,2020,10,01,2020-10-01,완료
002368,002368.jpg,dev,236,5_판독불가_진짜,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2022,01,16,2022-01-16,완료
002381,002381.jpg,dev,237,4_참조표기,A,1_유통기한만;4_참조표기,2021,08,17,2021-08-17,완료
002388,002388.jpg,dev,238,5_판독불가_진짜,C,1_유통기한만;5_판독불가_진짜,2021,01,14,2021-01-14,완료
002405,002405.jpg,dev,239,1_유통기한만,C,1_유통기한만,2021,11,01,2021-11-01,완료
002414,002414.jpg,dev,240,0_일반,C,,2021,11,01,2021-11-01,완료
002426,002426.jpg,dev,241,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜,2021,01,18,2021-01-18,완료
002434,002434.jpg,dev,242,4_참조표기,A,1_유통기한만;4_참조표기,2023,01,07,2023-01-07,완료
002435,002435.jpg,dev,242,0_일반,C,,2021,06,03,2021-06-03,완료
002439,002439.jpg,dev,243,3_상대표기,C,1_유통기한만;3_상대표기;4_참조표기,2022,01,26,2022-01-26,완료
002449,002449.jpg,dev,244,0_일반,C,,2021,06,09,2021-06-09,완료
002465,002465.jpg,dev,245,0_일반,A,,2022,01,20,2022-01-20,완료
002466,002466.jpg,dev,245,0_일반,A,,2022,01,20,2022-01-20,완료
002486,002486.jpg,dev,246,0_일반,A,,2022,08,03,2022-08-03,완료
002525,002525.jpg,holdout,247,0_일반,A,,2023,01,25,2023-01-25,완료
002536,002536.jpg,holdout,248,5b_판독불가_EXP각인추정,A,5b_판독불가_EXP각인추정,2021,09,22,2021-09-22,완료
002537,002537.jpg,holdout,248,0_일반,A,,2021,09,22,2021-09-22,완료
002546,002546.jpg,dev,249,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜;6_연도부재,2022,04,NONE,2022-04-NONE,완료
002550,002550.jpg,holdout,250,0_일반,C,,2021,09,30,2021-09-30,완료
002556,002556.jpg,dev,251,5b_판독불가_EXP각인추정,A,5b_판독불가_EXP각인추정,2021,11,17,2021-11-17,완료
002557,002557.jpg,dev,251,5b_판독불가_EXP각인추정,C,5b_판독불가_EXP각인추정;6_연도부재,2021,11,17,2021-11-17,완료
002574,002574.jpg,dev,252,5_판독불가_진짜,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,12,16,2021-12-16,완료
002587,002587.jpg,holdout,253,0_일반,C,,2022,12,NONE,2022-12-NONE,완료
002598,002598.jpg,holdout,254,5_판독불가_진짜,C,1_유통기한만;5_판독불가_진짜,2021,12,NONE,2021-12-NONE,완료
002612,002612.jpg,dev,255,0_일반,C,,2021,12,01,2021-12-01,완료
002613,002613.jpg,dev,255,0_일반,C,,2023,04,NONE,2023-04-NONE,완료
002617,002617.jpg,dev,256,1_유통기한만,A,1_유통기한만,2022,05,04,2022-05-04,완료
002639,002639.jpg,dev,257,0_일반,A,,2021,12,04,2021-12-04,완료
002641,002641.jpg,dev,257,5_판독불가_진짜,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,10,31,2021-10-31,완료
002645,002645.jpg,dev,258,0_일반,A,,2021,12,14,2021-12-14,완료
002656,002656.jpg,dev,259,0_일반,A,,2021,03,25,2021-03-25,완료
002658,002658.jpg,dev,259,0_일반,C,,2021,07,01,2021-07-01,완료
002661,002661.jpg,dev,260,2_다중날짜,C,2_다중날짜;4_참조표기,2022,01,11,2022-01-11,완료
002670,002670.jpg,holdout,261,0_일반,A,,2023,04,30,2023-04-30,완료
002681,002681.jpg,dev,262,0_일반,C,,2021,09,10,2021-09-10,완료
002691,002691.jpg,dev,263,1_유통기한만,C,1_유통기한만,2021,03,10,2021-03-10,완료
002701,002701.jpg,dev,264,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜;6_연도부재,2022,12,16,2022-12-16,완료
002713,002713.jpg,dev,265,5b_판독불가_EXP각인추정,C,5b_판독불가_EXP각인추정,2021,10,22,2021-10-22,완료
002730,002730.jpg,dev,266,0_일반,A,,2021,06,25,2021-06-25,완료
002732,002732.jpg,dev,266,5_판독불가_진짜,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,12,25,2021-12-25,완료
002736,002736.jpg,dev,267,5_판독불가_진짜,C,1_유통기한만;5_판독불가_진짜,2021,04,28,2021-04-28,완료
002737,002737.jpg,dev,267,3_상대표기,A,1_유통기한만;3_상대표기;4_참조표기,2021,06,12,2021-06-12,완료
002747,002747.jpg,dev,268,0_일반,A,,2022,01,08,2022-01-08,완료
002762,002762.jpg,dev,269,0_일반,A,,2023,06,01,2023-06-01,완료
002769,002769.jpg,holdout,270,5b_판독불가_EXP각인추정,A,5b_판독불가_EXP각인추정,2021,12,08,2021-12-08,완료
002843,002843.jpg,holdout,271,0_일반,A,,2023,06,NONE,2023-06-NONE,완료
002855,002855.jpg,holdout,272,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜;6_연도부재,2022,09,13,2022-09-13,완료
002878,002878.jpg,holdout,273,0_일반,C,,2021,06,21,2021-06-21,완료
002887,002887.jpg,dev,274,0_일반,C,,2022,01,04,2022-01-04,완료
002895,002895.jpg,dev,275,5_판독불가_진짜,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2024,02,13,2024-02-13,완료
002898,002898.jpg,holdout,276,0_일반,C,,2021,11,09,2021-11-09,완료
002903,002903.jpg,holdout,277,0_일반,C,,2020,07,22,2020-07-22,완료
002917,002917.jpg,dev,278,5b_판독불가_EXP각인추정,C,1_유통기한만;4_참조표기;5b_판독불가_EXP각인추정,2021,04,30,2021-04-30,완료
002931,002931.jpg,holdout,279,5_판독불가_진짜,C,1_유통기한만;5_판독불가_진짜,2022,06,30,2022-06-30,완료
002967,002967.jpg,dev,280,0_일반,A,,2021,09,03,2021-09-03,완료
002968,002968.jpg,dev,280,0_일반,C,,2021,05,28,2021-05-28,완료
002972,002972.jpg,holdout,281,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜,2022,03,20,2022-03-20,완료
002974,002974.jpg,holdout,281,0_일반,C,,2022,03,15,2022-03-15,완료
002996,002996.jpg,dev,282,0_일반,C,,2022,10,15,2022-10-15,완료
003007,003007.jpg,dev,283,0_일반,A,,2021,11,30,2021-11-30,완료
003016,003016.jpg,dev,284,0_일반,C,,2022,07,01,2022-07-01,완료
003021,003021.jpg,dev,285,3_상대표기,C,1_유통기한만;3_상대표기,2021,03,23,2021-03-23,완료
003039,003039.jpg,dev,286,1_유통기한만,C,1_유통기한만,2021,03,01,2021-03-01,완료
003044,003044.jpg,holdout,287,5_판독불가_진짜,C,1_유통기한만;4_참조표기;5_판독불가_진짜,2022,05,02,2022-05-02,완료
003063,003063.jpg,dev,288,5b_판독불가_EXP각인추정,A,5b_판독불가_EXP각인추정,2021,10,18,2021-10-18,완료
003081,003081.jpg,dev,289,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜,2021,12,02,2021-12-02,완료
003084,003084.jpg,dev,290,0_일반,A,,2021,12,02,2021-12-02,완료
003096,003096.jpg,dev,291,0_일반,A,,2022,10,12,2022-10-12,완료
003097,003097.jpg,dev,291,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜,2021,04,12,2021-04-12,완료
003102,003102.jpg,dev,292,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜,2022,03,29,2022-03-29,완료
003105,003105.jpg,dev,293,0_일반,C,,2023,12,06,2023-12-06,완료
003120,003120.jpg,holdout,294,5b_판독불가_EXP각인추정,A,5b_판독불가_EXP각인추정,2021,09,30,2021-09-30,완료
003128,003128.jpg,holdout,295,0_일반,A,,2022,08,25,2022-08-25,완료
003130,003130.jpg,holdout,295,1_유통기한만,C,1_유통기한만,2022,03,30,2022-03-30,완료
003157,003157.jpg,holdout,296,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜,2021,10,26,2021-10-26,완료
003158,003158.jpg,holdout,296,0_일반,A,,2021,04,25,2021-04-25,완료
003177,003177.jpg,dev,297,0_일반,A,,2021,03,25,2021-03-25,완료
003189,003189.jpg,dev,298,0_일반,C,,2022,08,16,2022-08-16,완료
003209,003209.jpg,dev,299,5b_판독불가_EXP각인추정,C,5b_판독불가_EXP각인추정,2022,12,02,2022-12-02,완료
003218,003218.jpg,dev,300,3_상대표기,C,1_유통기한만;3_상대표기;4_참조표기,2021,03,16,2021-03-16,완료
003227,003227.jpg,dev,301,0_일반,A,,2022,01,29,2022-01-29,완료
003250,003250.jpg,holdout,302,0_일반,C,,2023,02,01,2023-02-01,완료
003255,003255.jpg,dev,303,0_일반,C,,2021,11,05,2021-11-05,완료
003269,003269.jpg,dev,304,0_일반,A,,2022,01,28,2022-01-28,완료
003282,003282.jpg,dev,305,0_일반,A,,2022,12,21,2022-12-21,완료
003293,003293.jpg,dev,306,0_일반,A,,2022,12,02,2022-12-02,완료
003296,003296.jpg,holdout,307,5b_판독불가_EXP각인추정,A,5b_판독불가_EXP각인추정,2021,11,26,2021-11-26,완료
003306,003306.jpg,holdout,308,3_상대표기,C,1_유통기한만;3_상대표기,2020,09,01,2020-09-01,완료
003320,003320.jpg,dev,309,5_판독불가_진짜,C,1_유통기한만;5_판독불가_진짜,2021,09,02,2021-09-02,완료
003328,003328.jpg,holdout,310,5_판독불가_진짜,A,1_유통기한만;5_판독불가_진짜,2021,12,26,2021-12-26,완료
003332,003332.jpg,dev,311,0_일반,C,,2021,04,29,2021-04-29,완료
003348,3348.jpeg,dev,312,3_상대표기,A,1_유통기한만;3_상대표기,2027,07,13,2027-07-13,완료
