image_id,batch,hint_category,year,month,day,final_date,note,status,labeler,updatedAt,updated_kst,tag_유통기한만,tag_다중날짜,tag_부터까지쌍,tag_상대표기,tag_참조표기,tag_판독불가,tag_EXP각인,tag_연도부재,has_year,has_month,has_day,is_complete,n_tags,image_exists
000366,B,5_판독불가_진짜,2026,09,05,2026-09-05,,완료,김건우,1788956017083,2026-09-09 21:13,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000372,B,4_참조표기;5_판독불가_진짜,2026,09,15,2026-09-15,,완료,김건우,1788956035900,2026-09-09 21:13,False,False,False,False,True,True,False,False,True,True,True,True,2,True
000383,B,4_참조표기,2026,04,03,2026-04-03,,완료,김건우,1788956062417,2026-09-09 21:14,False,False,False,False,True,False,False,False,True,True,True,True,1,True
000384,B,5_판독불가_진짜,2026,07,08,2026-07-08,,완료,김건우,1788956075116,2026-09-09 21:14,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000388,B,,2026,01,15,2026-01-15,,완료,김건우,1788956088583,2026-09-09 21:14,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000396,B,5_판독불가_진짜,2026,02,27,2026-02-27,,완료,김건우,1788956150466,2026-09-09 21:15,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000445,B,4_참조표기;5_판독불가_진짜,2026,07,17,2026-07-17,,완료,김건우,1788956180100,2026-09-09 21:16,False,False,False,False,True,True,False,False,True,True,True,True,2,True
000449,B,,2026,01,28,2026-01-28,28/01.2026 순서로 적혀있음. 숫자의 순서가 어그러져 있을 때는 어떻게 대처해야 할까요,완료,김건우,1788956227450,2026-09-09 21:17,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000469,B,5_판독불가_진짜,2026,07,21,2026-07-21,,완료,김건우,1788956246932,2026-09-09 21:17,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000515,B,,2026,01,NONE,2026-01-NONE,,완료,김건우,1788956272249,2026-09-09 21:17,False,False,False,False,False,False,False,False,True,True,False,False,0,True
000710,B,,2025,10,14,2025-10-14,,완료,김건우,1788956306783,2026-09-09 21:18,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000757,B,5_판독불가_진짜,NONE,10,22,NONE-10-22,,완료,김건우,1788956329549,2026-09-09 21:18,False,False,False,False,False,True,False,False,False,True,True,False,1,True
000832,B,3_상대표기,2026,07,16,2026-07-16,,완료,김건우,1788956388799,2026-09-09 21:19,False,False,False,True,False,False,False,False,True,True,True,True,1,True
000833,B,,2026,04,27,2026-04-27,,완료,김건우,1788956403932,2026-09-09 21:20,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000867,B,,2021,10,23,2021-10-23,,완료,김건우,1788956434566,2026-09-09 21:20,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000877,B,,2023,04,03,2023-04-03,03/04/23 으로 적혀있음. 직관적으로 월-일-연 구조인 걸 알지만 코드상으로 어떻게 구분시켜야 할까 [9/20 수정] 2자리 3연(03/04/23) 일/월/년으로 읽음,완료,김건우,1788956491182,2026-09-09 21:21,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000905,B,1_유통기한만;4_참조표기,2022,01,NONE,2022-01-NONE,,완료,김건우,1788956509382,2026-09-09 21:21,True,False,False,False,True,False,False,False,True,True,False,False,2,True
000913,B,1_유통기한만;5_판독불가_진짜,2021,10,19,2021-10-19,,완료,김건우,1788956527265,2026-09-09 21:22,True,False,False,False,False,True,False,False,True,True,True,True,2,True
000921,B,5b_판독불가_EXP각인추정,2022,02,26,2022-02-26,,완료,김건우,1788956544332,2026-09-09 21:22,False,False,False,False,False,False,True,False,True,True,True,True,1,True
000947,B,,2021,09,30,2021-09-30,,완료,김건우,1788956571598,2026-09-09 21:22,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000967,B,1_유통기한만;2_다중날짜,2022,10,17,2022-10-17,,완료,김건우,1788956585665,2026-09-09 21:23,True,True,False,False,False,False,False,False,True,True,True,True,2,True
000975,B,,2023,08,03,2023-08-03,,완료,김건우,1788956610998,2026-09-09 21:23,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001011,B,1_유통기한만;4_참조표기;5_판독불가_진짜;6_연도부재,2021,08,09,2021-08-09,[9/20 수정] 연도가 뒤에 오는 표기(09.08.2021)는 일/월/년으로 읽음 (대회 규칙·운영진 확인),완료,김건우,1788956637815,2026-09-09 21:23,True,False,False,False,True,True,False,True,True,True,True,True,4,True
001034,B,1_유통기한만;3_상대표기,2021,06,28,2021-06-28,,완료,김건우,1788956667698,2026-09-09 21:24,True,False,False,True,False,False,False,False,True,True,True,True,2,True
001051,B,1_유통기한만;4_참조표기,2022,12,20,2022-12-20,,완료,김건우,1788956687148,2026-09-09 21:24,True,False,False,False,True,False,False,False,True,True,True,True,2,True
001063,B,1_유통기한만;2_다중날짜,2022,01,04,2022-01-04,,완료,김건우,1788956705851,2026-09-09 21:25,True,True,False,False,False,False,False,False,True,True,True,True,2,True
001066,B,,2022,05,04,2022-05-04,,완료,김건우,1788956722431,2026-09-09 21:25,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001072,B,,2023,09,18,2023-09-18,,완료,김건우,1788956743466,2026-09-09 21:25,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001092,B,,2021,03,19,2021-03-19,,완료,김건우,1788956762315,2026-09-09 21:26,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001195,B,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,10,18,2021-10-18,,완료,김건우,1788956784465,2026-09-09 21:26,True,False,False,False,True,True,False,False,True,True,True,True,3,True
001196,B,1_유통기한만;4_참조표기;5_판독불가_진짜,2025,10,18,2025-10-18,1195랑 같은 물건의 데이터임,완료,김건우,1788956835348,2026-09-09 21:27,True,False,False,False,True,True,False,False,True,True,True,True,3,True
001209,B,,2021,08,03,2021-08-03,[9/20 수정] 연도가 뒤에 오는 표기(03.08.2021)는 일/월/년으로 읽음 (대회 규칙·운영진 확인),완료,김건우,1788956849648,2026-09-09 21:27,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001231,B,,2021,05,05,2021-05-05,,완료,김건우,1788956864265,2026-09-09 21:27,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001237,B,,NONE,01,28,NONE-01-28,,완료,김건우,1788956879981,2026-09-09 21:27,False,False,False,False,False,False,False,False,False,True,True,False,0,True
001250,B,,2021,04,11,2021-04-11,,완료,김건우,1788999960078,2026-09-10 09:26,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001280,B,5b_판독불가_EXP각인추정,2022,10,09,2022-10-09,,완료,김건우,1788999977411,2026-09-10 09:26,False,False,False,False,False,False,True,False,True,True,True,True,1,True
001287,B,,2023,10,01,2023-10-01,[9/20 수정] 2자리 3연(01 10 23) 일/월/년으로 읽음,완료,김건우,1788999990561,2026-09-10 09:26,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001307,B,,2022,11,06,2022-11-06,[9/20 수정] 연도가 뒤에 오는 표기(06/11/2022)는 일/월/년으로 읽음 (대회 규칙·운영진 확인),완료,김건우,1789000008295,2026-09-10 09:26,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001315,B,1_유통기한만;4_참조표기,2021,12,09,2021-12-09,,완료,김건우,1789000020794,2026-09-10 09:27,True,False,False,False,True,False,False,False,True,True,True,True,2,True
001330,B,,2021,03,05,2021-03-05,,완료,김건우,1789000034578,2026-09-10 09:27,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001345,B,1_유통기한만;5_판독불가_진짜,2021,08,27,2021-08-27,8월달은 AUG로 표기함. 이런 부분은 어떻게 할지?,완료,김건우,1789000085911,2026-09-10 09:28,True,False,False,False,False,True,False,False,True,True,True,True,2,True
001356,B,5b_판독불가_EXP각인추정,NONE,08,22,NONE-08-22,,완료,김건우,1789000146161,2026-09-10 09:29,False,False,False,False,False,False,True,False,False,True,True,False,1,True
001366,B,5b_판독불가_EXP각인추정,2021,09,29,2021-09-29,,완료,김건우,1789000161228,2026-09-10 09:29,False,False,False,False,False,False,True,False,True,True,True,True,1,True
001373,B,5b_판독불가_EXP각인추정,2022,03,07,2022-03-07,[9/20 수정] 연도가 뒤에 오는 표기(07-03-2022)는 일/월/년으로 읽음 (대회 규칙·운영진 확인),완료,김건우,1789000178844,2026-09-10 09:29,False,False,False,False,False,False,True,False,True,True,True,True,1,True
001404,B,1_유통기한만;5_판독불가_진짜,2021,01,27,2021-01-27,,완료,김건우,1789000439661,2026-09-10 09:33,True,False,False,False,False,True,False,False,True,True,True,True,2,True
001420,B,,2021,07,01,2021-07-01,,완료,김건우,1789000453411,2026-09-10 09:34,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001424,B,5b_판독불가_EXP각인추정,2021,06,22,2021-06-22,,완료,김건우,1789000479261,2026-09-10 09:34,False,False,False,False,False,False,True,False,True,True,True,True,1,True
001493,B,,2023,08,17,2023-08-17,,완료,김건우,1789000498761,2026-09-10 09:34,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001532,B,,2022,06,21,2022-06-21,,완료,김건우,1789000513727,2026-09-10 09:35,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001544,B,,2021,08,02,2021-08-02,,완료,김건우,1789000527344,2026-09-10 09:35,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001555,B,,2020,06,03,2020-06-03,,완료,김건우,1789000543694,2026-09-10 09:35,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001559,B,,2024,12,21,2024-12-21,24/12/21 -> 이렇게 되어있는 부분에 대한 판단 기준은 어떻게 해야할지?,완료,김건우,1789000611160,2026-09-10 09:36,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001568,B,1_유통기한만;3_상대표기,2021,03,09,2021-03-09,,완료,김건우,1789000625311,2026-09-10 09:37,True,False,False,True,False,False,False,False,True,True,True,True,2,True
001583,B,,2021,12,15,2021-12-15,,완료,김건우,1789000641544,2026-09-10 09:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001589,B,1_유통기한만;4_참조표기,2023,01,09,2023-01-09,,완료,김건우,1789000652261,2026-09-10 09:37,True,False,False,False,True,False,False,False,True,True,True,True,2,True
001600,B,1_유통기한만,2021,02,08,2021-02-08,,완료,김건우,1789000666761,2026-09-10 09:37,True,False,False,False,False,False,False,False,True,True,True,True,1,True
001601,B,,2021,02,11,2021-02-11,,완료,김건우,1789000735760,2026-09-10 09:38,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001630,B,,2022,10,21,2022-10-21,,완료,김건우,1789000748727,2026-09-10 09:39,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001668,B,1_유통기한만,2021,09,14,2021-09-14,,완료,김건우,1789000761927,2026-09-10 09:39,True,False,False,False,False,False,False,False,True,True,True,True,1,True
001690,B,,2020,08,16,2020-08-16,,완료,김건우,1789000776460,2026-09-10 09:39,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001703,B,,2021,07,16,2021-07-16,,완료,김건우,1789000790894,2026-09-10 09:39,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001715,B,1_유통기한만,2021,02,07,2021-02-07,,완료,김건우,1789000806510,2026-09-10 09:40,True,False,False,False,False,False,False,False,True,True,True,True,1,True
001719,B,1_유통기한만,2021,03,11,2021-03-11,,완료,김건우,1789000821494,2026-09-10 09:40,True,False,False,False,False,False,False,False,True,True,True,True,1,True
001728,B,,2021,02,08,2021-02-08,,완료,김건우,1789000835861,2026-09-10 09:40,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001754,B,,2021,12,05,2021-12-05,,완료,김건우,1789000864211,2026-09-10 09:41,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001759,B,1_유통기한만;4_참조표기,2021,04,24,2021-04-24,,완료,김건우,1789000878111,2026-09-10 09:41,True,False,False,False,True,False,False,False,True,True,True,True,2,True
001780,B,,2020,09,01,2020-09-01,,완료,김건우,1789000893244,2026-09-10 09:41,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001792,B,,2020,08,13,2020-08-13,,완료,김건우,1789000905994,2026-09-10 09:41,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001797,B,,2020,05,26,2020-05-26,,완료,김건우,1789000919511,2026-09-10 09:41,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001836,B,,2021,10,02,2021-10-02,,완료,김건우,1789011449269,2026-09-10 12:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001844,B,,2021,11,23,2021-11-23,,완료,김건우,1789011462420,2026-09-10 12:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001859,B,1_유통기한만;5_판독불가_진짜,2022,07,08,2022-07-08,,완료,김건우,1789011474203,2026-09-10 12:37,True,False,False,False,False,True,False,False,True,True,True,True,2,True
001891,B,,2022,05,22,2022-05-22,,완료,김건우,1789011494587,2026-09-10 12:38,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001963,B,1_유통기한만;2_다중날짜;4_참조표기,2021,10,09,2021-10-09,,완료,김건우,1789011660120,2026-09-10 12:41,True,True,False,False,True,False,False,False,True,True,True,True,3,True
001967,B,1_유통기한만;3_상대표기,2022,08,24,2022-08-24,,완료,김건우,1789011671103,2026-09-10 12:41,True,False,False,True,False,False,False,False,True,True,True,True,2,True
001986,B,,2023,01,04,2023-01-04,,완료,김건우,1789011684070,2026-09-10 12:41,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001995,B,,2021,12,18,2021-12-18,,완료,김건우,1789011717253,2026-09-10 12:41,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002039,B,,2021,12,03,2021-12-03,,완료,김건우,1789011739070,2026-09-10 12:42,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002049,B,1_유통기한만;3_상대표기,2021,03,25,2021-03-25,,완료,김건우,1789011751970,2026-09-10 12:42,True,False,False,True,False,False,False,False,True,True,True,True,2,True
002067,B,,2020,04,30,2020-04-30,,완료,김건우,1789011766441,2026-09-10 12:42,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002122,B,,2022,08,25,2022-08-25,,완료,김건우,1789011784057,2026-09-10 12:43,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002134,B,1_유통기한만;4_참조표기;5_판독불가_진짜,2022,11,02,2022-11-02,,완료,김건우,1789011804506,2026-09-10 12:43,True,False,False,False,True,True,False,False,True,True,True,True,3,True
002138,B,,2021,06,29,2021-06-29,,완료,김건우,1789011818123,2026-09-10 12:43,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002154,B,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,05,21,2021-05-21,,완료,김건우,1789011847623,2026-09-10 12:44,True,False,False,False,True,True,False,False,True,True,True,True,3,True
002188,B,,2020,08,07,2020-08-07,,완료,김건우,1789011956987,2026-09-10 12:45,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002206,B,,2021,03,05,2021-03-05,,완료,김건우,1789011969903,2026-09-10 12:46,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002221,B,,2022,06,03,2022-06-03,,완료,김건우,1789011989854,2026-09-10 12:46,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002251,B,,2021,05,09,2021-05-09,09/MAY2021 이렇게 표기되어 있음,완료,김건우,1789012044369,2026-09-10 12:47,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002255,B,,2021,10,26,2021-10-26,,완료,김건우,1789012058285,2026-09-10 12:47,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002273,B,,2021,08,09,2021-08-09,,완료,김건우,1789012076018,2026-09-10 12:47,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002303,B,,2022,02,03,2022-02-03,,완료,김건우,1789017845884,2026-09-10 14:24,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002379,B,1_유통기한만;4_참조표기;5_판독불가_진짜,2022,10,20,2022-10-20,,완료,김건우,1789017864334,2026-09-10 14:24,True,False,False,False,True,True,False,False,True,True,True,True,3,True
002413,B,1_유통기한만;5_판독불가_진짜,2022,07,20,2022-07-20,,완료,김건우,1789017879850,2026-09-10 14:24,True,False,False,False,False,True,False,False,True,True,True,True,2,True
002441,B,,2021,08,03,2021-08-03,,완료,김건우,1789017896150,2026-09-10 14:24,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002462,B,1_유통기한만;2b_부터까지쌍,2020,12,21,2020-12-21,,완료,김건우,1789017915169,2026-09-10 14:25,True,False,True,False,False,False,False,False,True,True,True,True,2,True
002479,B,,2022,07,NONE,2022-07-NONE,,완료,김건우,1789017945182,2026-09-10 14:25,False,False,False,False,False,False,False,False,True,True,False,False,0,True
002489,B,,2021,04,18,2021-04-18,,완료,김건우,1789017956848,2026-09-10 14:25,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002502,B,1_유통기한만;3_상대표기,2022,01,24,2022-01-24,,완료,김건우,1789017970381,2026-09-10 14:26,True,False,False,True,False,False,False,False,True,True,True,True,2,True
002564,B,1_유통기한만;3_상대표기;4_참조표기,2021,09,25,2021-09-25,,완료,김건우,1789017988481,2026-09-10 14:26,True,False,False,True,True,False,False,False,True,True,True,True,3,True
002631,B,1_유통기한만,2022,01,20,2022-01-20,,완료,김건우,1789018003781,2026-09-10 14:26,True,False,False,False,False,False,False,False,True,True,True,True,1,True
002637,B,,2022,11,01,2022-11-01,,완료,김건우,1789018012331,2026-09-10 14:26,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002676,B,,2021,03,23,2021-03-23,,완료,김건우,1789018023897,2026-09-10 14:27,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002688,B,1_유통기한만;3_상대표기;4_참조표기,2021,06,11,2021-06-11,[9/20 수정] 연도가 뒤에 오는 표기(11.06.2021)는 일/월/년으로 읽음 (대회 규칙·운영진 확인),완료,김건우,1789018043680,2026-09-10 14:27,True,False,False,True,True,False,False,False,True,True,True,True,3,True
002696,B,,2021,07,23,2021-07-23,,완료,김건우,1789018059063,2026-09-10 14:27,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002717,B,,2022,03,01,2022-03-01,,완료,김건우,1789018175894,2026-09-10 14:29,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002761,B,2_다중날짜,2023,01,06,2023-01-06,[9/20 수정] 연도가 뒤에 오는 표기(06/01 2023)는 일/월/년으로 읽음 (대회 규칙·운영진 확인),완료,김건우,1789018193677,2026-09-10 14:29,False,True,False,False,False,False,False,False,True,True,True,True,1,True
002766,B,,2021,03,16,2021-03-16,,완료,김건우,1789018209627,2026-09-10 14:30,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002789,B,,2021,04,03,2021-04-03,,완료,김건우,1789018221310,2026-09-10 14:30,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002820,B,1_유통기한만;5_판독불가_진짜,2021,11,19,2021-11-19,,완료,김건우,1789018242776,2026-09-10 14:30,True,False,False,False,False,True,False,False,True,True,True,True,2,True
002822,B,1_유통기한만;4_참조표기,2021,10,07,2021-10-07,,완료,김건우,1789018254693,2026-09-10 14:30,True,False,False,False,True,False,False,False,True,True,True,True,2,True
002861,B,5b_판독불가_EXP각인추정,2021,03,25,2021-03-25,,완료,김건우,1789018278192,2026-09-10 14:31,False,False,False,False,False,False,True,False,True,True,True,True,1,True
002876,B,,2022,12,04,2022-12-04,,완료,김건우,1789018296076,2026-09-10 14:31,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002913,B,1_유통기한만;2b_부터까지쌍;3_상대표기;4_참조표기,2020,11,18,2020-11-18,,완료,김건우,1789018312125,2026-09-10 14:31,True,False,True,True,True,False,False,False,True,True,True,True,4,True
002947,B,,2021,09,25,2021-09-25,,완료,김건우,1789018326758,2026-09-10 14:32,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002965,B,1_유통기한만;5_판독불가_진짜,2022,09,03,2022-09-03,,완료,김건우,1789018339175,2026-09-10 14:32,True,False,False,False,False,True,False,False,True,True,True,True,2,True
002973,B,,2022,03,20,2022-03-20,2하고 0 사이가 살짝 떨어져 있음. 이거 잘 인식 못할 수도?,완료,김건우,1789018377491,2026-09-10 14:32,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002992,B,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,02,21,2021-02-21,,완료,김건우,1789018385523,2026-09-10 14:33,True,False,False,False,True,True,False,False,True,True,True,True,3,True
002999,B,,2021,10,07,2021-10-07,,완료,김건우,1789018399123,2026-09-10 14:33,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003043,B,,2020,07,13,2020-07-13,,완료,김건우,1789018522371,2026-09-10 14:35,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003046,B,1_유통기한만;4_참조표기,2021,10,20,2021-10-20,,완료,김건우,1789018532388,2026-09-10 14:35,True,False,False,False,True,False,False,False,True,True,True,True,2,True
003121,B,5b_판독불가_EXP각인추정,2021,09,30,2021-09-30,,완료,김건우,1789018550437,2026-09-10 14:35,False,False,False,False,False,False,True,False,True,True,True,True,1,True
003138,B,1_유통기한만,2022,01,09,2022-01-09,,완료,김건우,1789018565770,2026-09-10 14:36,True,False,False,False,False,False,False,False,True,True,True,True,1,True
003140,B,,2021,07,12,2021-07-12,,완료,김건우,1789018578953,2026-09-10 14:36,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003146,B,,2021,04,22,2021-04-22,,완료,김건우,1789018588353,2026-09-10 14:36,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003155,B,,2021,07,11,2021-07-11,,완료,김건우,1789018599103,2026-09-10 14:36,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003174,B,5b_판독불가_EXP각인추정;6_연도부재,2022,08,13,2022-08-13,,완료,김건우,1789018613736,2026-09-10 14:36,False,False,False,False,False,False,True,True,True,True,True,True,2,True
003206,B,,2021,04,13,2021-04-13,,완료,김건우,1789018637419,2026-09-10 14:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003210,B,,2022,12,02,2022-12-02,,완료,김건우,1789018648252,2026-09-10 14:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003212,B,,2022,08,25,2022-08-25,,완료,김건우,1789018658268,2026-09-10 14:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003223,B,,2022,06,14,2022-06-14,,완료,김건우,1789018675418,2026-09-10 14:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003248,B,,2023,01,17,2023-01-17,,완료,김건우,1789018688501,2026-09-10 14:38,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003251,B,,2023,04,NONE,2023-04-NONE,포장지에 불순물이 많아 판독하기 어려움,완료,김건우,1789018716700,2026-09-10 14:38,False,False,False,False,False,False,False,False,True,True,False,False,0,True
003298,B,,2021,10,21,2021-10-21,,완료,김건우,1789018766233,2026-09-10 14:39,False,False,False,False,False,False,False,False,True,True,True,True,0,True
3344,B,,2026,09,11,2026-09-11,,완료,김건우,1789018787532,2026-09-10 14:39,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000001,C,,2027,06,26,2027-06-26,"제품 정보, LOT NO 함께 표기",완료,미상,1789046753936,2026-09-10 22:25,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000008,C,,2027,06,29,2027-06-29,,완료,미상,1789046774123,2026-09-10 22:26,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000022,C,,2025,10,14,2025-10-14,연도 뒤 두자리,완료,미상,1789046823442,2026-09-10 22:27,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000031,C,,2026,02,14,2026-02-14,"로트넘버 함께 표기, 응원 글귀 함께 표기",완료,미상,1789046846068,2026-09-10 22:27,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000038,C,,2027,02,12,2027-02-12,,완료,미상,1789046856473,2026-09-10 22:27,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000138,C,,2026,05,14,2026-05-14,/로 구분,완료,미상,1789046881306,2026-09-10 22:28,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000154,C,,2027,08,13,2027-08-13,,완료,미상,1789046900239,2026-09-10 22:28,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000216,C,,2026,03,16,2026-03-16,바코드와 함께 표기,완료,미상,1789046923397,2026-09-10 22:28,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000242,C,2b_부터까지쌍,2026,05,21,2026-05-21,"제조일자 , 소비기한 함께 표기",완료,미상,1789046949966,2026-09-10 22:29,False,False,True,False,False,False,False,False,True,True,True,True,1,True
000283,C,,2027,09,17,2027-09-17,연도 뒤 두자리만 표기,완료,미상,1789046990948,2026-09-10 22:29,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000286,C,3_상대표기,2027,03,11,2027-03-11,"바코드, 로트번호, 제품정보 함께 표기",완료,미상,1789047009847,2026-09-10 22:30,False,False,False,True,False,False,False,False,True,True,True,True,1,True
000287,C,4_참조표기;5_판독불가_진짜,2027,02,18,2027-02-18,제품정보와 함께 표기,완료,미상,1789047032184,2026-09-10 22:30,False,False,False,False,True,True,False,False,True,True,True,True,2,True
000290,C,,2027,03,02,2027-03-02,"구겨짐, 반사 있음, 흐린 글씨",완료,미상,1789047050558,2026-09-10 22:30,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000294,C,2_다중날짜,2026,09,08,2026-09-08,"제조일자, 제품정보, 바코드 함께 표기",완료,미상,1789047093831,2026-09-10 22:31,False,True,False,False,False,False,False,False,True,True,True,True,1,True
000307,C,,2025,11,14,2025-11-14,,완료,미상,1789047112245,2026-09-10 22:31,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000362,C,,2026,08,11,2026-08-11,"제품정보, QR코드, 검수자 이름과 함께표기",완료,미상,1789047138909,2026-09-10 22:32,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000386,C,,2026,06,10,2026-06-10,"제조일자, 소비기한 함께 표기, 제품정보와 바코드 함께 표기",완료,미상,1789047167435,2026-09-10 22:32,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000401,C,,2027,04,12,2027-04-12,연도 뒤 두자리만 표기,완료,미상,1789047189776,2026-09-10 22:33,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000422,C,,2026,06,09,2026-06-09,"제조일자, 소비기한 함께 표기",완료,미상,1789047210831,2026-09-10 22:33,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000426,C,,2026,12,26,2026-12-26,제품정보와 함께 표기,완료,미상,1789047230863,2026-09-10 22:33,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000442,C,4_참조표기,2025,11,30,2025-11-30,제품정보 함께 표기,완료,미상,1789047256521,2026-09-10 22:34,False,False,False,False,True,False,False,False,True,True,True,True,1,True
000443,C,2b_부터까지쌍;4_참조표기,2026,04,06,2026-04-06,"제품정보, 바코드와 함께 표기",완료,미상,1789047282130,2026-09-10 22:34,False,False,True,False,True,False,False,False,True,True,True,True,2,True
000484,C,1_유통기한만;5_판독불가_진짜,2027,11,14,2027-11-14,"EXP 표기, 바코드 제품정보와 함께 표기",완료,미상,1789047379577,2026-09-10 22:36,True,False,False,False,False,True,False,False,True,True,True,True,2,True
000488,C,4_참조표기;5_판독불가_진짜,2026,02,27,2026-02-27,"제품정보, 바코드와 함께표기",완료,미상,1789047413122,2026-09-10 22:36,False,False,False,False,True,True,False,False,True,True,True,True,2,True
000495,C,2b_부터까지쌍;3_상대표기;4_참조표기,2026,02,19,2026-02-19,"제조일자, 소비기한 함께 표기, 바코드와 제품정보 함께 표기",완료,미상,1789047436331,2026-09-10 22:37,False,False,True,True,True,False,False,False,True,True,True,True,3,True
000509,C,2b_부터까지쌍,2026,09,01,2026-09-01,"제조일자, 소비기한 함께 표기, 연도 뒤 두자리만 표기",완료,미상,1789047459813,2026-09-10 22:37,False,False,True,False,False,False,False,False,True,True,True,True,1,True
